CMP-0189;2025-02-14;Lácteos del Sur;Castilla y León;Alimentación;Radio;Lead Generation;617412,00;2700936,00;268980;11570;1640;Álvaro Gil;Cancelada
CMP-0190;2024-09-15;Verde Natural;Galicia;Finanzas;Radio;Awareness;274555,00;557847,00;2925970;135120;NULL;David López;Cancelada
CMP-0191;2024-12-28;Panadería Trigo Dorado;Navarra;Automoción;Google Ads;Lead Generation;1795465,00;1398484,00;3986020;216910;2280;Miguel Álvarez;Terminada
CMP-0192;2023-04-06;EcoHogar;Región de Murcia;Belleza;Radio;Fidelización;1153474,00;4131704,00;3763030;114180;21890;Elena Castro;Cancelada
CMP-0193;2023-12-22;Dulcería Real;Comunidad Valenciana;Inmobiliario;Marketing de Contenidos;Awareness;1217671,00;2965027,00;4834540;354190;62350;Diego Romero;Pausada
CMP-0194;2025-11-15;Restaurante El Fogón;Aragón;Educación;Prensa;Conversión;2409712,00;10545056,00;2379210;NULL;6710;Ana Fernández;Finalizada
CMP-0195;2025-09-10;Constructora Levante;Extremadura;Finanzas;Prensa;Awareness;1269656,00;4083354,00;1695200;98790;19020;Laura Gómez;Finalizada
CMP-0196;2023-05-08;Distribuciones Marín;Canarias;Salud;Prensa;Branding;682106,00;NULL;1507690;84810;3820;Miguel Álvarez;Cancelada
CMP-0197;2025-02-20;Grupo Peralta;Aragón;DESCONOCIDO;Redes Sociales;Conversión;1287087,00;4693622,00;3654710;97110;16450;Álvaro Gil;Pausada
CMP-0198;2025-07-08;Dulcería Real;Andalucía;Tecnología;Email Marketing;Fidelización;1375606,00;3898777,00;4074240;241880;13650;Marta Sánchez;Activa
CMP-0199;2024-09-08;Byte Studio;Islas Baleares;Construcción;SEO;Conversión;119053,00;500051,00;NULL;27620;6450;Marta Sánchez;Activa
CMP-0200;2023-01-19;Muebles Castillo;Islas Baleares;Agricultura;Marketing de Contenidos;Conversión;841045,00;1289332,00;4987350;306460;42080;Javier Torres;Activa
CMP-0201;2025-07-01;Joyería Alba;Canarias;Agricultura;SEO;Awareness;8127,00;200806,00;4044600;133960;27150;Marta Sánchez;Activa
CMP-0202;2024-02-26;EcoHogar;Extremadura;Finanzas;Google Ads;Conversión;1682431,00;5971024,00;4539830;256070;53910;Laura Gómez;Pausada
CMP-0203;2025-04-08;Bebidas Norte;Comunidad de Madrid;Construcción;Redes Sociales;Fidelización;194696,00;730266,00;4781190;116650;12020;Carlos Ruiz;Pausada
CMP-0204;2023-03-05;Kapital Seguros;Castilla y León;Tecnología;Televisión;Fidelización;1524283,00;2259556,00;4863520;NULL;19280;Paula Serrano;Pausada
CMP-0205;2025-03-18;Solaris Energía;Andalucía;Turismo;SEO;Awareness;139274,00;3664707,00;651100;5290;780;Álvaro Gil;Finalizada
CMP-0206;2025-08-02;Hotel Costa Azul;Andalucía;Turismo;Google Ads;Fidelización;501929,00;53290,00;4197520;199570;4600;David López;Terminada
CMP-0207;2024-10-09;Muebles Castillo;Comunidad de Madrid;Educación;Televisión;Conversión;1548529,00;2452618,00;3067730;NULL;7360;Pablo Navarro;Pausada
CMP-0208;2023-10-14;Xtreme Bikes;Castilla-La Mancha;Educación;Google Ads;Branding;1388146,00;1441221,00;3185470;35510;NULL;Diego Romero;Activa
CMP-0209;2024-04-02;Agrocampo;Canarias;Tecnología;Radio;Fidelización;2237085,00;5741801,00;3433360;216780;21200;Cristina Ortega;Finalizada
CMP-0210;2023-10-27;Rural Gourmet;Castilla-La Mancha;Automoción;SEO;Branding;1126627,00;1185673,00;4978980;236180;51800;Sara Molina;Activa
CMP-0211;2024-06-23;Lácteos del Sur;País Vasco;Moda;Televisión;Branding;275998,00;1205409,00;3326710;223630;47040;Elena Castro;Pausada
CMP-0212;2023-12-06;Xtreme Bikes;Navarra;Finanzas;SEM;Conversión;198579,00;7995033,00;39590;1680;70;Diego Romero;Finalizada
CMP-0213;2025-04-21;Bahía Sports;Cataluña;Tecnología;Marketing de Contenidos;Fidelización;1214161,00;2805952,00;1109690;NULL;9040;Marta Sánchez;Finalizada
CMP-0214;2024-08-03;Restaurante El Fogón;Cantabria;Inmobiliario;Radio;Lead Generation;1506407,00;4017798,00;102620;7270;1340;Diego Romero;Finalizada
CMP-0215;2023-05-21;Yogures La Pradera;Asturias;Tecnología;Google Ads;Conversión;676011,00;2258948,00;1801580;133630;20460;Paula Serrano;Activa
CMP-0216;2025-06-02;Rural Gourmet;La Rioja;Hostelería;Televisión;Fidelización;2256922,00;5789008,00;11290;810;150;Paula Serrano;Cancelada
CMP-0217;2025-11-30;Hotel Costa Azul;Galicia;Educación;Influencers;Lead Generation;488772,00;1602402,00;4143840;22930;3100;Cristina Ortega;Cancelada
CMP-0218;2025-09-15;Colchones Descanso;La Rioja;Turismo;SEM;Fidelización;926797,00;1350672,00;3573330;124380;7320;Álvaro Gil;Cancelada
CMP-0219;2023-04-17;Clínica Dental Sonrisa;Comunidad de Madrid;Deporte;Email Marketing;Lead Generation;268691,00;654274,00;NULL;125360;17810;Carlos Ruiz;Activa
CMP-0221;2025-03-20;Solaris Energía;Galicia;Construcción;Redes Sociales;Branding;2439602,00;1621701,00;1451700;92140;8730;Elena Castro;Pausada
CMP-0222;2023-12-25;Fintech Nova;Castilla-La Mancha;Agricultura;Prensa;Fidelización;1523781,00;1702072,00;4879370;172220;NULL;Lucía Herrera;Cancelada
CMP-0223;2024-03-27;Viñedos del Valle;Castilla y León;Hostelería;Influencers;Lead Generation;2243379,00;8795162,00;2531910;34730;910;Laura Gómez;Pausada
CMP-0224;2025-09-02;Nutrisana;Galicia;Agricultura;Marketing de Contenidos;Awareness;1009348,00;3477113,00;1798020;19240;4490;Paula Serrano;Finalizada
CMP-0225;2023-08-07;Hotel Costa Azul;Andalucía;Finanzas;Radio;Fidelización;532811,00;613596,00;1314120;88990;8490;Javier Torres;Pausada
CMP-0227;2025-01-10;Lácteos del Sur;Castilla-La Mancha;Tecnología;Prensa;Awareness;1729242,00;604619,00;1109940;37130;1260;Diego Romero;Cancelada
CMP-0228;2024-01-04;EcoHogar;Castilla y León;Deporte;Google Ads;Conversión;105935,00;3664527,00;1919060;132550;10220;David López;Finalizada
CMP-0229;2024-10-08;Constructora Levante;Canarias;Turismo;Prensa;Fidelización;1065371,00;921313,00;4688300;322100;43180;Álvaro Gil;Activa
CMP-0230;2025-04-23;Hotel Costa Azul;Galicia;Inmobiliario;Marketing de Contenidos;Fidelización;915186,00;2428419,00;4890540;321550;29770;Pablo Navarro;Activa
CMP-0232;2025-04-27;Urbana Inmobiliaria;Comunidad de Madrid;Finanzas;SEM;Branding;1956816,00;8302444,00;3926120;192450;46520;Paula Serrano;Cancelada
CMP-0234;2025-06-30;Lácteos del Sur;País Vasco;Inmobiliario;Marketing de Contenidos;Lead Generation;2163318,00;4893885,00;4571010;208180;15690;Diego Romero;Pausada
CMP-0235;2024-06-16;Óptica Visión Plus;Comunidad de Madrid;Automoción;SEM;Lead Generation;1214496,00;1522904,00;474520;18090;1760;Pablo Navarro;Activa
CMP-0236;2025-06-14;Joyería Alba;País Vasco;Educación;Televisión;Conversión;1500569,00;5471709,00;2879210;95080;10340;David López;Pausada
CMP-0237;2024-01-09;Joyería Alba;Región de Murcia;Inmobiliario;Radio;Awareness;1628173,00;4126061,00;1414400;50870;10920;Javier Torres;Activa
CMP-0238;2023-01-31;Joyería Alba;Aragón;Moda;SEM;Lead Generation;687604,00;2271722,00;3817130;21430;670;Lucía Herrera;Terminada
CMP-0239;2023-01-26;Modaline;Castilla y León;Moda;Radio;Conversión;1367116,00;NULL;4701040;320210;66000;Pablo Navarro;Finalizada
CMP-0240;2024-06-02;Lácteos del Sur;Canarias;Salud;Influencers;Branding;413356,00;1388296,00;3909500;NULL;39750;Cristina Ortega;Pausada
CMP-0241;2025-08-31;Dulcería Real;DESCONOCIDO;Salud;Email Marketing;Lead Generation;316731,00;1144794,00;51810;4020;600;DESCONOCIDO;Activa
CMP-0242;2024-12-12;Byte Studio;Galicia;Retail;Televisión;Awareness;1759294,00;637596,00;664690;27640;2370;Pablo Navarro;Cancelada
CMP-0243;2023-11-25;Distribuciones Marín;Región de Murcia;Construcción;Influencers;Lead Generation;142542,00;3682154,00;1702010;102000;7750;Sara Molina;Pausada
CMP-0244;2024-01-24;Farmacia Central;La Rioja;Hostelería;Prensa;Conversión;612191,00;2037503,00;3456330;267990;55350;Cristina Ortega;Activa
CMP-0245;2025-03-06;Constructora Levante;Navarra;Inmobiliario;Marketing de Contenidos;Awareness;NULL;2511429,00;2549730;49390;870;Miguel Álvarez;Finalizada
CMP-0246;2025-05-01;Nutrisana;Cataluña;Deporte;Marketing de Contenidos;Awareness;1180787,00;3522819,00;1897290;88890;20900;Álvaro Gil;Activa
CMP-0247;2024-01-02;Agrocampo;Región de Murcia;Inmobiliario;Influencers;Lead Generation;975621,00;1084014,00;3448920;81590;13060;DESCONOCIDO;Cancelada
CMP-0248;2024-10-07;Yogures La Pradera;Aragón;Deporte;Influencers;Lead Generation;857032,00;826471,00;3150280;120420;11380;Miguel Álvarez;Finalizada
CMP-0249;2024-08-05;Panadería Trigo Dorado;Navarra;Tecnología;SEM;Branding;NULL;5241469,00;2086890;10460;190;Lucía Herrera;Pausada
CMP-0251;2023-07-15;Lácteos del Sur;Canarias;Retail;Marketing de Contenidos;Lead Generation;1986402,00;2038427,00;4334070;313900;56080;Lucía Herrera;Cancelada
CMP-0252;2023-01-24;Sabores del Mediterráneo;Asturias;Retail;SEM;Fidelización;232701,00;1876199,00;4044060;NULL;14830;Miguel Álvarez;Cancelada
CMP-0253;2025-03-18;Urbana Inmobiliaria;Aragón;Alimentación;Radio;Fidelización;1887044,00;5125344,00;477290;10330;820;Sara Molina;Finalizada
CMP-0254;2025-12-09;Wellness Center;Andalucía;Turismo;Televisión;Branding;1407055,00;3305196,00;3424660;163860;23700;Javier Torres;Pausada
CMP-0255;2023-04-02;Clínica Dental Sonrisa;Galicia;Finanzas;Influencers;Conversión;2469377,00;7131877,00;4213960;160820;7230;Carlos Ruiz;Finalizada
CMP-0256;2024-11-10;Joyería Alba;Galicia;Salud;Prensa;Fidelización;54059,00;173742,00;588410;16400;2010;Marta Sánchez;Cancelada
CMP-0257;2024-07-09;Dulcería Real;Comunidad de Madrid;Turismo;Influencers;Branding;226698,00;5695915,00;1344320;23890;1860;Elena Castro;Pausada
CMP-0258;2023-02-14;Xtreme Bikes;Navarra;Turismo;Influencers;Lead Generation;2169596,00;5494621,00;982360;19560;4730;Javier Torres;Pausada
CMP-0259;2025-03-03;Grupo Peralta;Castilla-La Mancha;Salud;Email Marketing;Awareness;2490066,00;10981363,00;1451390;95630;15310;Carlos Ruiz;Finalizada
CMP-0260;2023-10-11;TransLogic;Galicia;Deporte;Email Marketing;Awareness;2426932,00;10001117,00;1731400;66980;NULL;Paula Serrano;Finalizada
CMP-0261;2024-01-13;Colchones Descanso;Comunidad Valenciana;Hostelería;Influencers;Lead Generation;2294438,00;3747928,00;2927060;131630;NULL;Miguel Álvarez;Pausada
CMP-0262;2024-06-30;Byte Studio;Castilla y León;Inmobiliario;SEO;Conversión;1952188,00;1461096,00;973600;6780;1670;Miguel Álvarez;Cancelada
CMP-0263;2023-03-08;Panadería Trigo Dorado;Comunidad de Madrid;DESCONOCIDO;SEO;Conversión;476262,00;917916,00;2489320;38120;2140;Paula Serrano;Cancelada
CMP-0264;2025-02-18;Lácteos del Sur;Asturias;Inmobiliario;Marketing de Contenidos;Fidelización;2169602,00;8738864,00;2246620;79450;1590;Laura Gómez;Activa
CMP-0265;2023-04-11;Grupo Peralta;País Vasco;DESCONOCIDO;SEM;Fidelización;1306383,00;2562558,00;3859400;30650;3150;Pablo Navarro;Activa
CMP-0266;2024-02-18;Agrocampo;Región de Murcia;Belleza;Influencers;Branding;355561,00;72426,00;2368940;16270;1930;Elena Castro;Cancelada
CMP-0267;2023-11-29;TecnoWave;Cataluña;Moda;SEM;Awareness;1925286,00;7954245,00;2969800;208910;45340;Ana Fernández;Finalizada
CMP-0268;2023-01-12;Solaris Energía;La Rioja;Salud;SEO;Fidelización;156395,00;NULL;2409600;101970;13220;Diego Romero;Pausada
CMP-0269;2024-12-15;Farmacia Central;Cataluña;Finanzas;Marketing de Contenidos;Fidelización;1579016,00;5912641,00;1093610;9480;430;Marta Sánchez;Finalizada
CMP-0270;2025-02-15;Dulcería Real;Andalucía;Turismo;Radio;Conversión;913268,00;411453,00;4034210;110720;NULL;Javier Torres;Finalizada
CMP-0271;2024-08-11;AutoMotion;DESCONOCIDO;Construcción;Marketing de Contenidos;Fidelización;143699,00;6341825,00;2778200;219580;27680;Miguel Álvarez;Finalizada
CMP-0272;2023-08-30;Fintech Nova;Galicia;Retail;SEO;Awareness;1777296,00;7842998,00;13280;180;20;Ana Fernández;Activa
CMP-0273;2024-11-23;Muebles Castillo;La Rioja;Hostelería;Redes Sociales;Lead Generation;1002202,00;2695393,00;157650;10620;600;Álvaro Gil;Cancelada
CMP-0274;2023-02-08;Ferretería Ibérica;Aragón;Hostelería;Influencers;Branding;NULL;3256293,00;3805900;212610;30450;Sara Molina;Cancelada
CMP-0275;2023-03-06;Constructora Levante;Andalucía;Belleza;SEO;Awareness;1496076,00;5881514,00;3945230;110940;23940;David López;Pausada
CMP-0276;2025-10-21;TecnoWave;DESCONOCIDO;Agricultura;Radio;Fidelización;194892,00;8060901,00;2331650;100140;20200;Álvaro Gil;Finalizada
CMP-0277;2023-06-28;Viñedos del Valle;Cataluña;Alimentación;Prensa;Awareness;981219,00;3858352,00;612310;3250;750;Cristina Ortega;Finalizada
CMP-0278;2025-11-18;Urbana Inmobiliaria;Islas Baleares;Tecnología;SEM;Fidelización;1684388,00;2434189,00;830730;21200;280;Elena Castro;Cancelada
CMP-0279;2025-07-02;Ferretería Ibérica;Canarias;DESCONOCIDO;SEO;Fidelización;282699,00;148688,00;2240900;77070;13800;Lucía Herrera;Cancelada
CMP-0280;2023-10-22;Kapital Seguros;Castilla-La Mancha;Agricultura;Influencers;Lead Generation;1717505,00;5638409,00;2445010;98510;NULL;Javier Torres;Cancelada
CMP-0282;2025-06-10;Quimera Cosmética;Aragón;Construcción;SEO;Conversión;NULL;215926,00;3643870;179720;35620;Paula Serrano;Activa
CMP-0283;2023-05-23;Viñedos del Valle;Asturias;Automoción;Radio;Branding;826938,00;587247,00;2339210;42600;10190;Cristina Ortega;Finalizada
CMP-0284;2024-09-15;Quimera Cosmética;Islas Baleares;Inmobiliario;Redes Sociales;Fidelización;1546619,00;3368646,00;1083250;60780;5220;Paula Serrano;Pausada
CMP-0285;2024-10-13;Bahía Sports;Asturias;Moda;Televisión;Conversión;2155895,00;8485289,00;1238340;46280;7010;Sara Molina;Cancelada
CMP-0286;2023-02-02;Byte Studio;La Rioja;Finanzas;Televisión;Conversión;735408,00;2916253,00;663230;9990;270;Sara Molina;Cancelada
CMP-0287;2024-04-07;Farmacia Central;Comunidad de Madrid;Deporte;SEO;Fidelización;465897,00;1136576,00;2899330;192820;19730;Laura Gómez;Activa
CMP-0288;2025-08-10;Nutrisana;Navarra;Agricultura;Marketing de Contenidos;Branding;372377,00;NULL;4510470;355310;69970;Carlos Ruiz;Pausada
CMP-0289;2025-08-18;Farmacia Central;Aragón;Moda;Influencers;Awareness;15088,00;262968,00;4086720;23730;2820;Paula Serrano;Pausada
CMP-0291;2024-04-28;Dulcería Real;DESCONOCIDO;Deporte;Redes Sociales;Conversión;1852639,00;5684737,00;NULL;127470;9260;Álvaro Gil;Cancelada
CMP-0292;2024-12-07;Grupo Peralta;Canarias;Belleza;Prensa;Conversión;1658455,00;5554491,00;882040;18350;3410;DESCONOCIDO;Cancelada
CMP-0293;2023-03-26;Solaris Energía;Islas Baleares;Moda;Marketing de Contenidos;Awareness;736205,00;268619,00;2007800;112200;27020;Carlos Ruiz;Cancelada
CMP-0294;2024-01-04;Grupo Peralta;Región de Murcia;Automoción;SEO;Awareness;1841097,00;5104703,00;1026970;45180;7800;Diego Romero;Finalizada
CMP-0295;2024-01-14;Bahía Sports;País Vasco;Turismo;SEM;Lead Generation;1776026,00;1427754,00;4495210;226340;22680;Pablo Navarro;Cancelada
CMP-0297;2023-05-30;EcoHogar;Castilla-La Mancha;Hostelería;Radio;Branding;1542636,00;115119,00;2320150;136080;4730;Paula Serrano;Finalizada
CMP-0298;2025-04-07;Restaurante El Fogón;Castilla y León;Retail;Televisión;Lead Generation;NULL;3561626,00;4932840;309900;38660;Javier Torres;Activa
CMP-0299;2024-08-16;Nutrisana;DESCONOCIDO;Construcción;Redes Sociales;Conversión;NULL;3596933,00;1787900;19720;2370;Carlos Ruiz;Activa
CMP-0300;2024-05-03;Urbana Inmobiliaria;Andalucía;Hostelería;Prensa;Awareness;NULL;1636679,00;1017360;7020;1740;Lucía Herrera;Activa
CMP-0301;2023-11-02;TecnoWave;Castilla y León;Agricultura;Google Ads;Lead Generation;NULL;1219558,00;3433050;188980;22670;Paula Serrano;Finalizada
CMP-0302;2023-08-06;Kapital Seguros;Castilla y León;Alimentación;SEO;Lead Generation;2055433,00;1456536,00;3209580;57130;8670;Miguel Álvarez;Finalizada
CMP-0303;2023-12-11;TecnoWave;País Vasco;Belleza;SEO;Fidelización;1490851,00;2548037,00;638050;16290;3120;Sara Molina;Cancelada
CMP-0304;2024-08-04;Nutrisana;La Rioja;Educación;Email Marketing;Conversión;35747,00;37661,00;472350;27390;4170;Pablo Navarro;Activa
CMP-0305;2023-01-10;Xtreme Bikes;Galicia;Alimentación;Prensa;Branding;1537884,00;1029904,00;4338150;276310;25830;Elena Castro;Finalizada
CMP-0306;2023-03-30;Bahía Sports;Islas Baleares;Turismo;Influencers;Fidelización;199560,00;6342064,00;4783800;194130;10150;Miguel Álvarez;Finalizada
CMP-0307;2024-10-29;Xtreme Bikes;Aragón;Salud;Google Ads;Conversión;1296961,00;775077,00;1238640;73210;11140;Sara Molina;Cancelada
CMP-0308;2025-02-03;Ferretería Ibérica;Galicia;Finanzas;Influencers;Awareness;2228412,00;2025077,00;4869800;246930;13020;Miguel Álvarez;Activa
CMP-0310;2023-11-02;Grupo Peralta;Navarra;Retail;Televisión;Lead Generation;634622,00;1347839,00;1171050;84180;12790;Carlos Ruiz;Activa
CMP-0311;2023-02-02;Sabores del Mediterráneo;Canarias;Tecnología;Radio;Fidelización;2375836,00;2037019,00;1555790;35670;8900;Lucía Herrera;Finalizada
CMP-0312;2024-11-12;Panadería Trigo Dorado;Canarias;Moda;SEM;Fidelización;NULL;5127155,00;12140;840;20;Carlos Ruiz;Activa
CMP-0313;2025-01-20;Panadería Trigo Dorado;Andalucía;Construcción;SEO;Conversión;2222185,00;1702326,00;1921740;76680;1510;Carlos Ruiz;Finalizada
CMP-0314;2023-05-10;Fintech Nova;Canarias;Belleza;Marketing de Contenidos;Awareness;81475,00;3317107,00;2645130;148170;11330;Lucía Herrera;Finalizada
CMP-0315;2023-08-12;Viñedos del Valle;Región de Murcia;Belleza;Email Marketing;Conversión;NULL;459065,00;942480;25090;6010;Ana Fernández;Terminada
CMP-0316;2024-04-20;Urbana Inmobiliaria;Aragón;Moda;Marketing de Contenidos;Awareness;1849519,00;72173,00;996220;9680;2120;DESCONOCIDO;Cancelada
CMP-0317;2024-04-09;Viñedos del Valle;Región de Murcia;Hostelería;Redes Sociales;Lead Generation;774124,00;661263,00;4143450;115960;NULL;DESCONOCIDO;Finalizada
CMP-0318;2025-01-27;Byte Studio;Cataluña;Finanzas;Influencers;Awareness;419912,00;332173,00;1665030;80070;9270;Marta Sánchez;Activa
CMP-0319;2025-11-05;Byte Studio;Canarias;Belleza;SEM;Fidelización;2370517,00;9948603,00;823160;4380;820;DESCONOCIDO;Cancelada
CMP-0320;2024-03-27;TecnoWave;Andalucía;Automoción;Redes Sociales;Conversión;36577,00;956134,00;1620230;11110;1750;Paula Serrano;Activa
CMP-0321;2025-11-13;Urbana Inmobiliaria;Islas Baleares;DESCONOCIDO;Televisión;Awareness;1699117,00;7343617,00;2688240;92960;11870;Álvaro Gil;Cancelada
CMP-0322;2025-04-28;Sabores del Mediterráneo;DESCONOCIDO;DESCONOCIDO;SEO;Awareness;201314,00;3044397,00;4229040;252050;56820;DESCONOCIDO;Cancelada
CMP-0323;2023-10-08;Nutrisana;Asturias;Turismo;Prensa;Lead Generation;36415,00;108625,00;1438030;51890;7440;Álvaro Gil;Cancelada
CMP-0324;2025-08-25;Fintech Nova;Canarias;Moda;Email Marketing;Lead Generation;86563,00;26858,00;1382180;38020;6220;Laura Gómez;Activa
CMP-0325;2023-09-02;Panadería Trigo Dorado;Comunidad de Madrid;Tecnología;Marketing de Contenidos;Branding;1461043,00;3908894,00;4557630;110940;19370;Marta Sánchez;Pausada
CMP-0326;2024-01-11;Ferretería Ibérica;País Vasco;Construcción;Influencers;Awareness;738843,00;1865114,00;4913990;52880;2980;Ana Fernández;Pausada
CMP-0327;2025-02-02;AutoMotion;Castilla y León;Deporte;SEO;Fidelización;1345362,00;2390498,00;758490;4520;600;Elena Castro;Activa
CMP-0328;2023-10-12;Bahía Sports;Navarra;Hostelería;Influencers;Conversión;2050735,00;8568629,00;2519050;78380;13780;Álvaro Gil;Finalizada
CMP-0329;2023-08-17;Kapital Seguros;La Rioja;Hostelería;Televisión;Branding;330854,00;280206,00;417110;15370;2960;Carlos Ruiz;Pausada
CMP-0330;2024-02-14;Solaris Energía;Islas Baleares;Deporte;SEM;Fidelización;1891285,00;6782067,00;NULL;242090;36560;Diego Romero;Activa
CMP-0331;2023-01-09;Solaris Energía;Galicia;Agricultura;Prensa;Lead Generation;133152,00;440255,00;1482740;26510;5060;DESCONOCIDO;Pausada
CMP-0332;2023-09-11;Quimera Cosmética;Navarra;Tecnología;Radio;Awareness;NULL;2636344,00;2141880;28830;7100;Laura Gómez;Cancelada
CMP-0333;2025-04-14;Joyería Alba;DESCONOCIDO;Salud;Google Ads;Lead Generation;1153226,00;3911665,00;3607100;282120;32880;Laura Gómez;Activa
CMP-0334;2023-12-12;Nutrisana;Galicia;Automoción;SEO;Fidelización;31566,00;618128,00;3648990;179860;6180;Sara Molina;Pausada
CMP-0335;2024-07-25;Restaurante El Fogón;Cantabria;Alimentación;Google Ads;Conversión;903121,00;NULL;4986460;176180;22240;Carlos Ruiz;Cancelada
CMP-0336;2023-07-17;Verde Natural;Navarra;Hostelería;Radio;Lead Generation;243074,00;4635563,00;3565980;105270;8700;Pablo Navarro;Activa
CMP-0337;2025-02-09;TecnoWave;Cataluña;Retail;Email Marketing;Fidelización;2476965,00;9899260,00;629600;21260;1810;Marta Sánchez;Cancelada
CMP-0338;2025-08-20;Xtreme Bikes;País Vasco;Construcción;Redes Sociales;Fidelización;1914748,00;5149125,00;2576910;140450;24500;Ana Fernández;Activa
CMP-0339;2023-07-19;Óptica Visión Plus;Islas Baleares;Finanzas;SEO;Conversión;2027693,00;5581552,00;4016820;288610;26520;Carlos Ruiz;Pausada
CMP-0340;2025-05-15;Bahía Sports;Extremadura;Turismo;Redes Sociales;Fidelización;857234,00;328141,00;1714790;13380;NULL;Diego Romero;Finalizada
CMP-0342;2023-06-07;Innovatech Solutions;Canarias;Construcción;SEM;Lead Generation;186829,00;684725,00;2496770;92460;8630;Sara Molina;Cancelada
CMP-0343;2025-10-19;Bebidas Norte;Cantabria;Turismo;Prensa;Fidelización;467890,00;176925,00;3692480;161420;8840;Miguel Álvarez;Pausada
CMP-0344;2025-04-20;Viñedos del Valle;Andalucía;Finanzas;SEO;Lead Generation;386404,00;NULL;3597980;224560;47730;Marta Sánchez;Cancelada
CMP-0345;2025-09-21;Grupo Peralta;Comunidad de Madrid;Finanzas;Prensa;Conversión;301625,00;333612,00;1292580;83730;7070;Miguel Álvarez;Activa
CMP-0346;2025-03-23;Modaline;Comunidad Valenciana;DESCONOCIDO;Prensa;Branding;2253426,00;4528099,00;1910440;NULL;23540;Paula Serrano;Activa
CMP-0347;2025-05-16;Lácteos del Sur;Región de Murcia;Belleza;Televisión;Branding;836629,00;2304219,00;2049460;134110;25280;Elena Castro;Pausada
CMP-0348;2023-03-13;Byte Studio;Cataluña;Educación;SEO;Awareness;920235,00;304213,00;4311320;121200;19980;Miguel Álvarez;Activa
CMP-0349;2024-06-07;Grupo Peralta;Castilla y León;Turismo;SEO;Conversión;2146965,00;4147031,00;4774910;367930;85580;Paula Serrano;Activa
CMP-0350;2023-07-25;Xtreme Bikes;Castilla-La Mancha;Construcción;Google Ads;Lead Generation;1188306,00;2417534,00;4415110;132250;14720;Cristina Ortega;Finalizada
CMP-0351;2023-09-24;Kapital Seguros;Extremadura;Hostelería;Influencers;Lead Generation;79803,00;515028,00;832440;19740;3570;Ana Fernández;Pausada
CMP-0352;2024-04-04;Joyería Alba;Comunidad de Madrid;Finanzas;Marketing de Contenidos;Conversión;512686,00;1046333,00;958620;33080;3320;David López;Activa
CMP-0353;2023-01-29;Electro Ríos;Extremadura;Hostelería;Radio;Lead Generation;665191,00;448377,00;1933960;NULL;5010;David López;Pausada
CMP-0354;2024-08-02;Joyería Alba;Galicia;Moda;Email Marketing;Lead Generation;1871179,00;3564051,00;2266290;156880;24160;Ana Fernández;Terminada
CMP-0355;2024-03-10;Nutrisana;Extremadura;Educación;Marketing de Contenidos;Awareness;45594,00;39186,00;1699730;132710;13980;Laura Gómez;Pausada
CMP-0356;2023-01-11;Electro Ríos;Asturias;Turismo;Televisión;Conversión;2349518,00;10249259,00;3141450;182880;37370;Diego Romero;Cancelada
CMP-0357;2024-06-17;Muebles Castillo;Cataluña;Tecnología;Radio;Awareness;NULL;1876531,00;1668650;97230;11070;Ana Fernández;Pausada
CMP-0358;2023-11-06;Zapatería Confort;Cantabria;Retail;SEO;Conversión;796266,00;3224257,00;1659350;100000;12790;Pablo Navarro;Cancelada
CMP-0359;2025-09-20;Bahía Sports;Región de Murcia;Deporte;Email Marketing;Branding;2488100,00;10435755,00;NULL;8340;2060;Marta Sánchez;Finalizada
CMP-0361;2025-07-16;Viñedos del Valle;Comunidad Valenciana;Hostelería;SEM;Awareness;1578325,00;225880,00;3454840;18770;NULL;Elena Castro;Cancelada
CMP-0363;2025-05-16;Yogures La Pradera;Extremadura;Hostelería;Influencers;Fidelización;515681,00;NULL;2039700;83080;12050;Javier Torres;Finalizada
CMP-0364;2025-09-05;Zapatería Confort;Comunidad Valenciana;Turismo;SEO;Fidelización;1581308,00;3959037,00;1529120;61340;1770;Laura Gómez;Cancelada
CMP-0365;2023-06-17;AutoMotion;Cataluña;Alimentación;Televisión;Awareness;1172348,00;3898411,00;4266540;NULL;7280;Lucía Herrera;Pausada
CMP-0367;2025-03-19;Kapital Seguros;Comunidad Valenciana;DESCONOCIDO;Redes Sociales;Conversión;1553878,00;6822258,00;1896250;107700;25970;Cristina Ortega;Terminada
CMP-0368;2025-06-30;Byte Studio;Comunidad de Madrid;Inmobiliario;SEO;Conversión;1195493,00;468192,00;875870;63650;11920;Sara Molina;Cancelada
CMP-0369;2023-03-17;Sabores del Mediterráneo;La Rioja;DESCONOCIDO;Marketing de Contenidos;Fidelización;2124568,00;7214457,00;3128910;187200;46750;David López;Cancelada
CMP-0370;2023-08-28;Colchones Descanso;Islas Baleares;Retail;Email Marketing;Awareness;803308,00;45527,00;4686240;251280;56130;Pablo Navarro;Pausada
CMP-0371;2025-03-10;Electro Ríos;Islas Baleares;Hostelería;Email Marketing;Fidelización;2136565,00;7058861,00;2461110;36510;2930;Marta Sánchez;Cancelada
CMP-0372;2023-04-07;AutoMotion;Islas Baleares;Tecnología;Prensa;Branding;1987836,00;8469831,00;2593540;72030;4340;David López;Pausada
CMP-0373;2023-11-06;Muebles Castillo;Región de Murcia;Agricultura;Radio;Lead Generation;1966517,00;694450,00;4042510;286320;21240;Carlos Ruiz;Activa
