id_campana,fecha,empresa,comunidad_autonoma,sector,canal_marketing,tipo_campana,gasto_campana,ingresos,impresiones,clics,conversiones,responsable,estado_campana
CMP-0197,2025-02-20,Grupo Peralta,Aragón,DESCONOCIDO,Redes Sociales,Conversión,1287087,4693622,3654710,97110,16450,Álvaro Gil,Pausada
CMP-0198,2025-07-08,Dulcería Real,Andalucía,Tecnología,Email Marketing,Fidelización,1375606,3898777,4074240,241880,13650,Marta Sánchez,Activa
CMP-0199,2024-09-08,Byte Studio,Islas Baleares,Construcción,SEO,Conversión,119053,500051,,27620,6450,Marta Sánchez,Activa
CMP-0200,2023-01-19,Muebles Castillo,Islas Baleares,Agricultura,Marketing de Contenidos,Conversión,841045,1289332,4987350,306460,42080,Javier Torres,Activa
CMP-0201,2025-07-01,Joyería Alba,Canarias,Agricultura,SEO,Awareness,8127,200806,4044600,133960,27150,Marta Sánchez,Activa
CMP-0202,2024-02-26,EcoHogar,Extremadura,Finanzas,Google Ads,Conversión,1682431,5971024,4539830,256070,53910,Laura Gómez,Pausada
CMP-0203,2025-04-08,Bebidas Norte,Comunidad de Madrid,Construcción,Redes Sociales,Fidelización,194696,730266,4781190,116650,12020,Carlos Ruiz,Pausada
CMP-0204,2023-03-05,Kapital Seguros,Castilla y León,Tecnología,Televisión,Fidelización,1524283,2259556,4863520,,19280,Paula Serrano,Pausada
CMP-0205,2025-03-18,Solaris Energía,Andalucía,Turismo,SEO,Awareness,139274,3664707,651100,5290,780,Álvaro Gil,Finalizada
CMP-0206,2025-08-02,Hotel Costa Azul,Andalucía,Turismo,Google Ads,Fidelización,501929,53290,4197520,199570,4600,David López,Terminada
CMP-0207,2024-10-09,Muebles Castillo,Comunidad de Madrid,Educación,Televisión,Conversión,1548529,2452618,3067730,,7360,Pablo Navarro,Pausada
CMP-0208,2023-10-14,Xtreme Bikes,Castilla-La Mancha,Educación,Google Ads,Branding,1388146,1441221,3185470,35510,,Diego Romero,Activa
CMP-0209,2024-04-02,Agrocampo,Canarias,Tecnología,Radio,Fidelización,2237085,5741801,3433360,216780,21200,Cristina Ortega,Finalizada
CMP-0210,2023-10-27,Rural Gourmet,Castilla-La Mancha,Automoción,SEO,Branding,1126627,1185673,4978980,236180,51800,Sara Molina,Activa
CMP-0211,2024-06-23,Lácteos del Sur,País Vasco,Moda,Televisión,Branding,275998,1205409,3326710,223630,47040,Elena Castro,Pausada
CMP-0212,2023-12-06,Xtreme Bikes,Navarra,Finanzas,SEM,Conversión,198579,7995033,39590,1680,70,Diego Romero,Finalizada
CMP-0213,2025-04-21,Bahía Sports,Cataluña,Tecnología,Marketing de Contenidos,Fidelización,1214161,2805952,1109690,,9040,Marta Sánchez,Finalizada
CMP-0214,2024-08-03,Restaurante El Fogón,Cantabria,Inmobiliario,Radio,Lead Generation,1506407,4017798,102620,7270,1340,Diego Romero,Finalizada
CMP-0215,2023-05-21,Yogures La Pradera,Asturias,Tecnología,Google Ads,Conversión,676011,2258948,1801580,133630,20460,Paula Serrano,Activa
CMP-0216,2025-06-02,Rural Gourmet,La Rioja,Hostelería,Televisión,Fidelización,2256922,5789008,11290,810,150,Paula Serrano,Cancelada
CMP-0217,2025-11-30,Hotel Costa Azul,Galicia,Educación,Influencers,Lead Generation,488772,1602402,4143840,22930,3100,Cristina Ortega,Cancelada
CMP-0218,2025-09-15,Colchones Descanso,La Rioja,Turismo,SEM,Fidelización,926797,1350672,3573330,124380,7320,Álvaro Gil,Cancelada
CMP-0219,2023-04-17,Clínica Dental Sonrisa,Comunidad de Madrid,Deporte,Email Marketing,Lead Generation,268691,654274,,125360,17810,Carlos Ruiz,Activa
CMP-0221,2025-03-20,Solaris Energía,Galicia,Construcción,Redes Sociales,Branding,2439602,1621701,1451700,92140,8730,Elena Castro,Pausada
CMP-0222,2023-12-25,Fintech Nova,Castilla-La Mancha,Agricultura,Prensa,Fidelización,1523781,1702072,4879370,172220,,Lucía Herrera,Cancelada
CMP-0223,2024-03-27,Viñedos del Valle,Castilla y León,Hostelería,Influencers,Lead Generation,2243379,8795162,2531910,34730,910,Laura Gómez,Pausada
CMP-0224,2025-09-02,Nutrisana,Galicia,Agricultura,Marketing de Contenidos,Awareness,1009348,3477113,1798020,19240,4490,Paula Serrano,Finalizada
CMP-0225,2023-08-07,Hotel Costa Azul,Andalucía,Finanzas,Radio,Fidelización,532811,613596,1314120,88990,8490,Javier Torres,Pausada
CMP-0227,2025-01-10,Lácteos del Sur,Castilla-La Mancha,Tecnología,Prensa,Awareness,1729242,604619,1109940,37130,1260,Diego Romero,Cancelada
CMP-0228,2024-01-04,EcoHogar,Castilla y León,Deporte,Google Ads,Conversión,105935,3664527,1919060,132550,10220,David López,Finalizada
CMP-0229,2024-10-08,Constructora Levante,Canarias,Turismo,Prensa,Fidelización,1065371,921313,4688300,322100,43180,Álvaro Gil,Activa
CMP-0230,2025-04-23,Hotel Costa Azul,Galicia,Inmobiliario,Marketing de Contenidos,Fidelización,915186,2428419,4890540,321550,29770,Pablo Navarro,Activa
CMP-0232,2025-04-27,Urbana Inmobiliaria,Comunidad de Madrid,Finanzas,SEM,Branding,1956816,8302444,3926120,192450,46520,Paula Serrano,Cancelada
CMP-0234,2025-06-30,Lácteos del Sur,País Vasco,Inmobiliario,Marketing de Contenidos,Lead Generation,2163318,4893885,4571010,208180,15690,Diego Romero,Pausada
CMP-0235,2024-06-16,Óptica Visión Plus,Comunidad de Madrid,Automoción,SEM,Lead Generation,1214496,1522904,474520,18090,1760,Pablo Navarro,Activa
CMP-0236,2025-06-14,Joyería Alba,País Vasco,Educación,Televisión,Conversión,1500569,5471709,2879210,95080,10340,David López,Pausada
CMP-0237,2024-01-09,Joyería Alba,Región de Murcia,Inmobiliario,Radio,Awareness,1628173,4126061,1414400,50870,10920,Javier Torres,Activa
CMP-0238,2023-01-31,Joyería Alba,Aragón,Moda,SEM,Lead Generation,687604,2271722,3817130,21430,670,Lucía Herrera,Terminada
CMP-0239,2023-01-26,Modaline,Castilla y León,Moda,Radio,Conversión,1367116,,4701040,320210,66000,Pablo Navarro,Finalizada
CMP-0240,2024-06-02,Lácteos del Sur,Canarias,Salud,Influencers,Branding,413356,1388296,3909500,,39750,Cristina Ortega,Pausada
CMP-0241,2025-08-31,Dulcería Real,DESCONOCIDO,Salud,Email Marketing,Lead Generation,316731,1144794,51810,4020,600,DESCONOCIDO,Activa
CMP-0242,2024-12-12,Byte Studio,Galicia,Retail,Televisión,Awareness,1759294,637596,664690,27640,2370,Pablo Navarro,Cancelada
CMP-0243,2023-11-25,Distribuciones Marín,Región de Murcia,Construcción,Influencers,Lead Generation,142542,3682154,1702010,102000,7750,Sara Molina,Pausada
CMP-0244,2024-01-24,Farmacia Central,La Rioja,Hostelería,Prensa,Conversión,612191,2037503,3456330,267990,55350,Cristina Ortega,Activa
CMP-0245,2025-03-06,Constructora Levante,Navarra,Inmobiliario,Marketing de Contenidos,Awareness,,2511429,2549730,49390,870,Miguel Álvarez,Finalizada
CMP-0246,2025-05-01,Nutrisana,Cataluña,Deporte,Marketing de Contenidos,Awareness,1180787,3522819,1897290,88890,20900,Álvaro Gil,Activa
CMP-0247,2024-01-02,Agrocampo,Región de Murcia,Inmobiliario,Influencers,Lead Generation,975621,1084014,3448920,81590,13060,DESCONOCIDO,Cancelada
CMP-0248,2024-10-07,Yogures La Pradera,Aragón,Deporte,Influencers,Lead Generation,857032,826471,3150280,120420,11380,Miguel Álvarez,Finalizada
CMP-0249,2024-08-05,Panadería Trigo Dorado,Navarra,Tecnología,SEM,Branding,,5241469,2086890,10460,190,Lucía Herrera,Pausada
CMP-0251,2023-07-15,Lácteos del Sur,Canarias,Retail,Marketing de Contenidos,Lead Generation,1986402,2038427,4334070,313900,56080,Lucía Herrera,Cancelada
CMP-0252,2023-01-24,Sabores del Mediterráneo,Asturias,Retail,SEM,Fidelización,232701,1876199,4044060,,14830,Miguel Álvarez,Cancelada
CMP-0253,2025-03-18,Urbana Inmobiliaria,Aragón,Alimentación,Radio,Fidelización,1887044,5125344,477290,10330,820,Sara Molina,Finalizada
CMP-0254,2025-12-09,Wellness Center,Andalucía,Turismo,Televisión,Branding,1407055,3305196,3424660,163860,23700,Javier Torres,Pausada
CMP-0255,2023-04-02,Clínica Dental Sonrisa,Galicia,Finanzas,Influencers,Conversión,2469377,7131877,4213960,160820,7230,Carlos Ruiz,Finalizada
CMP-0256,2024-11-10,Joyería Alba,Galicia,Salud,Prensa,Fidelización,54059,173742,588410,16400,2010,Marta Sánchez,Cancelada
CMP-0257,2024-07-09,Dulcería Real,Comunidad de Madrid,Turismo,Influencers,Branding,226698,5695915,1344320,23890,1860,Elena Castro,Pausada
CMP-0258,2023-02-14,Xtreme Bikes,Navarra,Turismo,Influencers,Lead Generation,2169596,5494621,982360,19560,4730,Javier Torres,Pausada
CMP-0259,2025-03-03,Grupo Peralta,Castilla-La Mancha,Salud,Email Marketing,Awareness,2490066,10981363,1451390,95630,15310,Carlos Ruiz,Finalizada
CMP-0260,2023-10-11,TransLogic,Galicia,Deporte,Email Marketing,Awareness,2426932,10001117,1731400,66980,,Paula Serrano,Finalizada
CMP-0261,2024-01-13,Colchones Descanso,Comunidad Valenciana,Hostelería,Influencers,Lead Generation,2294438,3747928,2927060,131630,,Miguel Álvarez,Pausada
CMP-0262,2024-06-30,Byte Studio,Castilla y León,Inmobiliario,SEO,Conversión,1952188,1461096,973600,6780,1670,Miguel Álvarez,Cancelada
CMP-0263,2023-03-08,Panadería Trigo Dorado,Comunidad de Madrid,DESCONOCIDO,SEO,Conversión,476262,917916,2489320,38120,2140,Paula Serrano,Cancelada
CMP-0264,2025-02-18,Lácteos del Sur,Asturias,Inmobiliario,Marketing de Contenidos,Fidelización,2169602,8738864,2246620,79450,1590,Laura Gómez,Activa
CMP-0265,2023-04-11,Grupo Peralta,País Vasco,DESCONOCIDO,SEM,Fidelización,1306383,2562558,3859400,30650,3150,Pablo Navarro,Activa
CMP-0266,2024-02-18,Agrocampo,Región de Murcia,Belleza,Influencers,Branding,355561,72426,2368940,16270,1930,Elena Castro,Cancelada
CMP-0267,2023-11-29,TecnoWave,Cataluña,Moda,SEM,Awareness,1925286,7954245,2969800,208910,45340,Ana Fernández,Finalizada
CMP-0268,2023-01-12,Solaris Energía,La Rioja,Salud,SEO,Fidelización,156395,,2409600,101970,13220,Diego Romero,Pausada
CMP-0269,2024-12-15,Farmacia Central,Cataluña,Finanzas,Marketing de Contenidos,Fidelización,1579016,5912641,1093610,9480,430,Marta Sánchez,Finalizada
CMP-0270,2025-02-15,Dulcería Real,Andalucía,Turismo,Radio,Conversión,913268,411453,4034210,110720,,Javier Torres,Finalizada
CMP-0271,2024-08-11,AutoMotion,DESCONOCIDO,Construcción,Marketing de Contenidos,Fidelización,143699,6341825,2778200,219580,27680,Miguel Álvarez,Finalizada
CMP-0272,2023-08-30,Fintech Nova,Galicia,Retail,SEO,Awareness,1777296,7842998,13280,180,20,Ana Fernández,Activa
CMP-0273,2024-11-23,Muebles Castillo,La Rioja,Hostelería,Redes Sociales,Lead Generation,1002202,2695393,157650,10620,600,Álvaro Gil,Cancelada
CMP-0274,2023-02-08,Ferretería Ibérica,Aragón,Hostelería,Influencers,Branding,,3256293,3805900,212610,30450,Sara Molina,Cancelada
CMP-0275,2023-03-06,Constructora Levante,Andalucía,Belleza,SEO,Awareness,1496076,5881514,3945230,110940,23940,David López,Pausada
CMP-0276,2025-10-21,TecnoWave,DESCONOCIDO,Agricultura,Radio,Fidelización,194892,8060901,2331650,100140,20200,Álvaro Gil,Finalizada
CMP-0277,2023-06-28,Viñedos del Valle,Cataluña,Alimentación,Prensa,Awareness,981219,3858352,612310,3250,750,Cristina Ortega,Finalizada
CMP-0278,2025-11-18,Urbana Inmobiliaria,Islas Baleares,Tecnología,SEM,Fidelización,1684388,2434189,830730,21200,280,Elena Castro,Cancelada
CMP-0279,2025-07-02,Ferretería Ibérica,Canarias,DESCONOCIDO,SEO,Fidelización,282699,148688,2240900,77070,13800,Lucía Herrera,Cancelada
CMP-0280,2023-10-22,Kapital Seguros,Castilla-La Mancha,Agricultura,Influencers,Lead Generation,1717505,5638409,2445010,98510,,Javier Torres,Cancelada
CMP-0282,2025-06-10,Quimera Cosmética,Aragón,Construcción,SEO,Conversión,,215926,3643870,179720,35620,Paula Serrano,Activa
CMP-0283,2023-05-23,Viñedos del Valle,Asturias,Automoción,Radio,Branding,826938,587247,2339210,42600,10190,Cristina Ortega,Finalizada
CMP-0284,2024-09-15,Quimera Cosmética,Islas Baleares,Inmobiliario,Redes Sociales,Fidelización,1546619,3368646,1083250,60780,5220,Paula Serrano,Pausada
CMP-0285,2024-10-13,Bahía Sports,Asturias,Moda,Televisión,Conversión,2155895,8485289,1238340,46280,7010,Sara Molina,Cancelada
CMP-0286,2023-02-02,Byte Studio,La Rioja,Finanzas,Televisión,Conversión,735408,2916253,663230,9990,270,Sara Molina,Cancelada
CMP-0287,2024-04-07,Farmacia Central,Comunidad de Madrid,Deporte,SEO,Fidelización,465897,1136576,2899330,192820,19730,Laura Gómez,Activa
CMP-0288,2025-08-10,Nutrisana,Navarra,Agricultura,Marketing de Contenidos,Branding,372377,,4510470,355310,69970,Carlos Ruiz,Pausada
CMP-0289,2025-08-18,Farmacia Central,Aragón,Moda,Influencers,Awareness,15088,262968,4086720,23730,2820,Paula Serrano,Pausada
CMP-0291,2024-04-28,Dulcería Real,DESCONOCIDO,Deporte,Redes Sociales,Conversión,1852639,5684737,,127470,9260,Álvaro Gil,Cancelada
CMP-0292,2024-12-07,Grupo Peralta,Canarias,Belleza,Prensa,Conversión,1658455,5554491,882040,18350,3410,DESCONOCIDO,Cancelada
CMP-0293,2023-03-26,Solaris Energía,Islas Baleares,Moda,Marketing de Contenidos,Awareness,736205,268619,2007800,112200,27020,Carlos Ruiz,Cancelada
CMP-0294,2024-01-04,Grupo Peralta,Región de Murcia,Automoción,SEO,Awareness,1841097,5104703,1026970,45180,7800,Diego Romero,Finalizada
CMP-0295,2024-01-14,Bahía Sports,País Vasco,Turismo,SEM,Lead Generation,1776026,1427754,4495210,226340,22680,Pablo Navarro,Cancelada
CMP-0297,2023-05-30,EcoHogar,Castilla-La Mancha,Hostelería,Radio,Branding,1542636,115119,2320150,136080,4730,Paula Serrano,Finalizada
CMP-0298,2025-04-07,Restaurante El Fogón,Castilla y León,Retail,Televisión,Lead Generation,,3561626,4932840,309900,38660,Javier Torres,Activa
CMP-0299,2024-08-16,Nutrisana,DESCONOCIDO,Construcción,Redes Sociales,Conversión,,3596933,1787900,19720,2370,Carlos Ruiz,Activa
CMP-0300,2024-05-03,Urbana Inmobiliaria,Andalucía,Hostelería,Prensa,Awareness,,1636679,1017360,7020,1740,Lucía Herrera,Activa
CMP-0301,2023-11-02,TecnoWave,Castilla y León,Agricultura,Google Ads,Lead Generation,,1219558,3433050,188980,22670,Paula Serrano,Finalizada
CMP-0302,2023-08-06,Kapital Seguros,Castilla y León,Alimentación,SEO,Lead Generation,2055433,1456536,3209580,57130,8670,Miguel Álvarez,Finalizada
CMP-0303,2023-12-11,TecnoWave,País Vasco,Belleza,SEO,Fidelización,1490851,2548037,638050,16290,3120,Sara Molina,Cancelada
CMP-0304,2024-08-04,Nutrisana,La Rioja,Educación,Email Marketing,Conversión,35747,37661,472350,27390,4170,Pablo Navarro,Activa
CMP-0305,2023-01-10,Xtreme Bikes,Galicia,Alimentación,Prensa,Branding,1537884,1029904,4338150,276310,25830,Elena Castro,Finalizada
CMP-0306,2023-03-30,Bahía Sports,Islas Baleares,Turismo,Influencers,Fidelización,199560,6342064,4783800,194130,10150,Miguel Álvarez,Finalizada
CMP-0307,2024-10-29,Xtreme Bikes,Aragón,Salud,Google Ads,Conversión,1296961,775077,1238640,73210,11140,Sara Molina,Cancelada
CMP-0308,2025-02-03,Ferretería Ibérica,Galicia,Finanzas,Influencers,Awareness,2228412,2025077,4869800,246930,13020,Miguel Álvarez,Activa
CMP-0310,2023-11-02,Grupo Peralta,Navarra,Retail,Televisión,Lead Generation,634622,1347839,1171050,84180,12790,Carlos Ruiz,Activa
CMP-0311,2023-02-02,Sabores del Mediterráneo,Canarias,Tecnología,Radio,Fidelización,2375836,2037019,1555790,35670,8900,Lucía Herrera,Finalizada
CMP-0312,2024-11-12,Panadería Trigo Dorado,Canarias,Moda,SEM,Fidelización,,5127155,12140,840,20,Carlos Ruiz,Activa
CMP-0313,2025-01-20,Panadería Trigo Dorado,Andalucía,Construcción,SEO,Conversión,2222185,1702326,1921740,76680,1510,Carlos Ruiz,Finalizada
CMP-0314,2023-05-10,Fintech Nova,Canarias,Belleza,Marketing de Contenidos,Awareness,81475,3317107,2645130,148170,11330,Lucía Herrera,Finalizada
CMP-0315,2023-08-12,Viñedos del Valle,Región de Murcia,Belleza,Email Marketing,Conversión,,459065,942480,25090,6010,Ana Fernández,Terminada
CMP-0316,2024-04-20,Urbana Inmobiliaria,Aragón,Moda,Marketing de Contenidos,Awareness,1849519,72173,996220,9680,2120,DESCONOCIDO,Cancelada
CMP-0317,2024-04-09,Viñedos del Valle,Región de Murcia,Hostelería,Redes Sociales,Lead Generation,774124,661263,4143450,115960,,DESCONOCIDO,Finalizada
CMP-0318,2025-01-27,Byte Studio,Cataluña,Finanzas,Influencers,Awareness,419912,332173,1665030,80070,9270,Marta Sánchez,Activa
CMP-0319,2025-11-05,Byte Studio,Canarias,Belleza,SEM,Fidelización,2370517,9948603,823160,4380,820,DESCONOCIDO,Cancelada
CMP-0320,2024-03-27,TecnoWave,Andalucía,Automoción,Redes Sociales,Conversión,36577,956134,1620230,11110,1750,Paula Serrano,Activa
CMP-0321,2025-11-13,Urbana Inmobiliaria,Islas Baleares,DESCONOCIDO,Televisión,Awareness,1699117,7343617,2688240,92960,11870,Álvaro Gil,Cancelada
CMP-0322,2025-04-28,Sabores del Mediterráneo,DESCONOCIDO,DESCONOCIDO,SEO,Awareness,201314,3044397,4229040,252050,56820,DESCONOCIDO,Cancelada
CMP-0323,2023-10-08,Nutrisana,Asturias,Turismo,Prensa,Lead Generation,36415,108625,1438030,51890,7440,Álvaro Gil,Cancelada
CMP-0324,2025-08-25,Fintech Nova,Canarias,Moda,Email Marketing,Lead Generation,86563,26858,1382180,38020,6220,Laura Gómez,Activa
CMP-0325,2023-09-02,Panadería Trigo Dorado,Comunidad de Madrid,Tecnología,Marketing de Contenidos,Branding,1461043,3908894,4557630,110940,19370,Marta Sánchez,Pausada
CMP-0326,2024-01-11,Ferretería Ibérica,País Vasco,Construcción,Influencers,Awareness,738843,1865114,4913990,52880,2980,Ana Fernández,Pausada
CMP-0327,2025-02-02,AutoMotion,Castilla y León,Deporte,SEO,Fidelización,1345362,2390498,758490,4520,600,Elena Castro,Activa
CMP-0328,2023-10-12,Bahía Sports,Navarra,Hostelería,Influencers,Conversión,2050735,8568629,2519050,78380,13780,Álvaro Gil,Finalizada
CMP-0329,2023-08-17,Kapital Seguros,La Rioja,Hostelería,Televisión,Branding,330854,280206,417110,15370,2960,Carlos Ruiz,Pausada
CMP-0330,2024-02-14,Solaris Energía,Islas Baleares,Deporte,SEM,Fidelización,1891285,6782067,,242090,36560,Diego Romero,Activa
CMP-0331,2023-01-09,Solaris Energía,Galicia,Agricultura,Prensa,Lead Generation,133152,440255,1482740,26510,5060,DESCONOCIDO,Pausada
CMP-0332,2023-09-11,Quimera Cosmética,Navarra,Tecnología,Radio,Awareness,,2636344,2141880,28830,7100,Laura Gómez,Cancelada
CMP-0333,2025-04-14,Joyería Alba,DESCONOCIDO,Salud,Google Ads,Lead Generation,1153226,3911665,3607100,282120,32880,Laura Gómez,Activa
CMP-0334,2023-12-12,Nutrisana,Galicia,Automoción,SEO,Fidelización,31566,618128,3648990,179860,6180,Sara Molina,Pausada
CMP-0335,2024-07-25,Restaurante El Fogón,Cantabria,Alimentación,Google Ads,Conversión,903121,,4986460,176180,22240,Carlos Ruiz,Cancelada
CMP-0336,2023-07-17,Verde Natural,Navarra,Hostelería,Radio,Lead Generation,243074,4635563,3565980,105270,8700,Pablo Navarro,Activa
CMP-0337,2025-02-09,TecnoWave,Cataluña,Retail,Email Marketing,Fidelización,2476965,9899260,629600,21260,1810,Marta Sánchez,Cancelada
CMP-0338,2025-08-20,Xtreme Bikes,País Vasco,Construcción,Redes Sociales,Fidelización,1914748,5149125,2576910,140450,24500,Ana Fernández,Activa
CMP-0339,2023-07-19,Óptica Visión Plus,Islas Baleares,Finanzas,SEO,Conversión,2027693,5581552,4016820,288610,26520,Carlos Ruiz,Pausada
CMP-0340,2025-05-15,Bahía Sports,Extremadura,Turismo,Redes Sociales,Fidelización,857234,328141,1714790,13380,,Diego Romero,Finalizada
CMP-0342,2023-06-07,Innovatech Solutions,Canarias,Construcción,SEM,Lead Generation,186829,684725,2496770,92460,8630,Sara Molina,Cancelada
CMP-0343,2025-10-19,Bebidas Norte,Cantabria,Turismo,Prensa,Fidelización,467890,176925,3692480,161420,8840,Miguel Álvarez,Pausada
CMP-0344,2025-04-20,Viñedos del Valle,Andalucía,Finanzas,SEO,Lead Generation,386404,,3597980,224560,47730,Marta Sánchez,Cancelada
CMP-0345,2025-09-21,Grupo Peralta,Comunidad de Madrid,Finanzas,Prensa,Conversión,301625,333612,1292580,83730,7070,Miguel Álvarez,Activa
CMP-0346,2025-03-23,Modaline,Comunidad Valenciana,DESCONOCIDO,Prensa,Branding,2253426,4528099,1910440,,23540,Paula Serrano,Activa
CMP-0347,2025-05-16,Lácteos del Sur,Región de Murcia,Belleza,Televisión,Branding,836629,2304219,2049460,134110,25280,Elena Castro,Pausada
CMP-0348,2023-03-13,Byte Studio,Cataluña,Educación,SEO,Awareness,920235,304213,4311320,121200,19980,Miguel Álvarez,Activa
CMP-0349,2024-06-07,Grupo Peralta,Castilla y León,Turismo,SEO,Conversión,2146965,4147031,4774910,367930,85580,Paula Serrano,Activa
CMP-0350,2023-07-25,Xtreme Bikes,Castilla-La Mancha,Construcción,Google Ads,Lead Generation,1188306,2417534,4415110,132250,14720,Cristina Ortega,Finalizada
CMP-0351,2023-09-24,Kapital Seguros,Extremadura,Hostelería,Influencers,Lead Generation,79803,515028,832440,19740,3570,Ana Fernández,Pausada
CMP-0352,2024-04-04,Joyería Alba,Comunidad de Madrid,Finanzas,Marketing de Contenidos,Conversión,512686,1046333,958620,33080,3320,David López,Activa
CMP-0353,2023-01-29,Electro Ríos,Extremadura,Hostelería,Radio,Lead Generation,665191,448377,1933960,,5010,David López,Pausada
CMP-0354,2024-08-02,Joyería Alba,Galicia,Moda,Email Marketing,Lead Generation,1871179,3564051,2266290,156880,24160,Ana Fernández,Terminada
CMP-0355,2024-03-10,Nutrisana,Extremadura,Educación,Marketing de Contenidos,Awareness,45594,39186,1699730,132710,13980,Laura Gómez,Pausada
CMP-0356,2023-01-11,Electro Ríos,Asturias,Turismo,Televisión,Conversión,2349518,10249259,3141450,182880,37370,Diego Romero,Cancelada
CMP-0357,2024-06-17,Muebles Castillo,Cataluña,Tecnología,Radio,Awareness,,1876531,1668650,97230,11070,Ana Fernández,Pausada
CMP-0358,2023-11-06,Zapatería Confort,Cantabria,Retail,SEO,Conversión,796266,3224257,1659350,100000,12790,Pablo Navarro,Cancelada
CMP-0359,2025-09-20,Bahía Sports,Región de Murcia,Deporte,Email Marketing,Branding,2488100,10435755,,8340,2060,Marta Sánchez,Finalizada
CMP-0361,2025-07-16,Viñedos del Valle,Comunidad Valenciana,Hostelería,SEM,Awareness,1578325,225880,3454840,18770,,Elena Castro,Cancelada
CMP-0363,2025-05-16,Yogures La Pradera,Extremadura,Hostelería,Influencers,Fidelización,515681,,2039700,83080,12050,Javier Torres,Finalizada
CMP-0364,2025-09-05,Zapatería Confort,Comunidad Valenciana,Turismo,SEO,Fidelización,1581308,3959037,1529120,61340,1770,Laura Gómez,Cancelada
CMP-0365,2023-06-17,AutoMotion,Cataluña,Alimentación,Televisión,Awareness,1172348,3898411,4266540,,7280,Lucía Herrera,Pausada
CMP-0367,2025-03-19,Kapital Seguros,Comunidad Valenciana,DESCONOCIDO,Redes Sociales,Conversión,1553878,6822258,1896250,107700,25970,Cristina Ortega,Terminada
CMP-0368,2025-06-30,Byte Studio,Comunidad de Madrid,Inmobiliario,SEO,Conversión,1195493,468192,875870,63650,11920,Sara Molina,Cancelada
CMP-0369,2023-03-17,Sabores del Mediterráneo,La Rioja,DESCONOCIDO,Marketing de Contenidos,Fidelización,2124568,7214457,3128910,187200,46750,David López,Cancelada
CMP-0370,2023-08-28,Colchones Descanso,Islas Baleares,Retail,Email Marketing,Awareness,803308,45527,4686240,251280,56130,Pablo Navarro,Pausada
CMP-0371,2025-03-10,Electro Ríos,Islas Baleares,Hostelería,Email Marketing,Fidelización,2136565,7058861,2461110,36510,2930,Marta Sánchez,Cancelada
CMP-0372,2023-04-07,AutoMotion,Islas Baleares,Tecnología,Prensa,Branding,1987836,8469831,2593540,72030,4340,David López,Pausada
CMP-0373,2023-11-06,Muebles Castillo,Región de Murcia,Agricultura,Radio,Lead Generation,1966517,694450,4042510,286320,21240,Carlos Ruiz,Activa
CMP-0374,2023-11-18,TecnoWave,Cantabria,Hostelería,Prensa,Lead Generation,1278118,1280156,623970,43870,10030,Cristina Ortega,Activa
CMP-0375,2024-11-30,Urbana Inmobiliaria,País Vasco,Alimentación,SEM,Awareness,2424699,8560936,39530,920,180,Cristina Ortega,Cancelada
CMP-0376,2025-11-23,Fintech Nova,Navarra,Alimentación,Google Ads,Conversión,362226,761057,4818060,171990,20650,Laura Gómez,Activa
CMP-0377,2024-09-15,Zapatería Confort,Aragón,Agricultura,Influencers,Branding,2432200,5012964,4649050,260650,37230,Marta Sánchez,Finalizada
CMP-0378,2025-04-08,Farmacia Central,Canarias,Alimentación,Redes Sociales,Lead Generation,1975087,6001412,3661750,113120,23170,Marta Sánchez,Finalizada
CMP-0379,2024-06-13,Zapatería Confort,Canarias,DESCONOCIDO,Televisión,Branding,864958,2568821,127790,900,180,Elena Castro,Activa
CMP-0380,2025-12-28,Solaris Energía,Islas Baleares,Finanzas,Email Marketing,Lead Generation,1143805,5065217,4227550,257590,38530,Javier Torres,Pausada
CMP-0381,2025-05-20,Viñedos del Valle,Galicia,Belleza,Google Ads,Fidelización,26301,865011,4348390,156120,5010,Diego Romero,Cancelada
CMP-0382,2025-07-26,Xtreme Bikes,Navarra,Deporte,Prensa,Branding,1834658,3763019,858760,13590,550,Marta Sánchez,Activa
CMP-0383,2025-01-30,Sabores del Mediterráneo,Islas Baleares,Retail,Email Marketing,Conversión,293634,543887,1523280,12210,570,Paula Serrano,Terminada
CMP-0384,2024-09-26,Solaris Energía,Aragón,Hostelería,Televisión,Fidelización,323373,570535,4568540,38150,4780,Pablo Navarro,Pausada
CMP-0385,2024-11-25,Nutrisana,Cantabria,Educación,SEM,Branding,2003533,619274,2152630,73280,16560,Lucía Herrera,Activa
CMP-0386,2025-12-04,Nutrisana,La Rioja,Construcción,Redes Sociales,Conversión,497218,1441215,3029380,187270,,David López,Cancelada
CMP-0387,2023-02-17,Nutrisana,País Vasco,Moda,Redes Sociales,Awareness,2021164,5757872,2111570,103810,13280,Carlos Ruiz,Finalizada
CMP-0388,2024-01-07,Byte Studio,Cataluña,Turismo,Televisión,Lead Generation,780850,1569947,892040,8400,2020,Álvaro Gil,Finalizada
CMP-0390,2023-10-19,Rural Gourmet,Castilla y León,Construcción,Televisión,Fidelización,775440,1557342,444920,30460,3960,Diego Romero,Activa
CMP-0391,2024-03-11,Innovatech Solutions,Navarra,Turismo,Redes Sociales,Fidelización,1502712,5749148,1998090,159730,,Marta Sánchez,Cancelada
