id_campana,fecha,empresa,comunidad_autonoma,sector,canal_marketing,tipo_campana,gasto_campana,ingresos,impresiones,clics,conversiones,responsable,estado_campana
CMP-0636,19/06/2025,,MAD,Deporte,SEO,Lead Generation,23420.3,28394.55,186802.0,1316.0,290.0,David López,Activa
CMP-0024,30/10/2025,Zapatería Confort,,Agricultura,Email Marketing,Lead Generation,24699.73,,498594.0,30735.0,3571.0,Álvaro Gil,Cancelada
CMP-0951,2023-11-19,Ferretería Ibérica,Canarias,Hostelería,Influencers,Awareness,24942.87,"107.388,01 €",341635.0,15658.0,890.0,sin datos,Cancelada
CMP-0843,09/05/2025,Distribuciones Marín,Navarra,,SEO,Lead Generation,2859.11,9610.95,192447.0,9902.0,608.0,Laura Gómez,Finalizada
CMP-0490,2025-10-25,Rural Gourmet S.L.,Comunidad Valenciana,Alimentación,Google Ads,Conversión,"17.625,89 €","12.496,67 €",214035.0,15461.0,,Cristina Ortega,Pausada
CMP-0550,25/05/2025,Dulcería Real,Valencia,Hostelería,Google Ads,Awareness,"5.570,29 €",€2310.83,381021.0,25601.0,2923.0,Pablo Navarro,Pausada
CMP-0604,27/07/2023,TecnoWave,Andalucía,Automoción,SEM,Lead Generation,2098.1,3914.51,77439.0,3926.0,721.0,Miguel Álvarez,Activa
CMP-0660,29/01/2024,GRUPO PERALTA,Extremadura,Finanzas,Marketing de Contenidos,Lead Generation,24121.84,94114.53,253874.0,17224.0,1885.0,Javier Torres,Pausada
CMP-0124,06/10/2023,Muebles Castillo,Galicia,Belleza,Influencers,Conversión,"11.117,53","23.442,29",432269.0,30026.0,,Ana Fernández,FINALIZADA
CMP-0661,03/10/2023,Panadería Trigo Dorado,Castilla y León,Hostelería,Prensa,FIDELIZACION,22521.31,95379.39,168353.0,7664.0,218.0,Carlos Ruiz,Pausada
CMP-0782,08/03/2025,Zapatería Confort,Castilla y León,Belleza,Radio,Awareness,17071.8,36914.86,106169.0,7360.0,331.0,sara molina,Activa
CMP-0485,17/10/2023,,Andalucía,Retail,Marketing de Contenidos,Lead Generation,2029.5,7747.08,456880.0,7704.0,348.0,Miguel Álvarez,Pausada
CMP-0565,16-09-2023,Panadería Trigo Dorado,Región de Murcia,Agricultura,GAds,Lead Generation,5237.9,"22.290,33 €",299955.0,11094.0,1295.0,Ana Fernández,Pausada
CMP-0190,15.09.2024,Verde Natural,Galicia,Finanzas,Radio,Awareness,2745.55,5578.47,292597.0,13512.0,,David López,Cancelada
CMP-0627,16/03/2025,Muebles Castillo,Madrid,Moda,Redes Sociales,Awareness,18222.4,68931.17,165832.0,6422.0,719.0,pablo navarro,FINALIZADA
CMP-0512,16/05/2023,Solaris Energía,Galicia,Construcción,SEO,Branding,,€21533.30,298017.0,19264.0,4347.0,lucía herrera,Cancelada
CMP-0254,09/12/2025,Wellness Center,Andalucía,Turismo,Televisión,branding,14070.55,33051.96,342466.0,16386.0,2370.0,Javier Torres,Pausada
CMP-1061,20/04/2023,Joyería Alba,comunidad valenciana,Educación,Redes Sociales,Fidelización,14633.72,47662.4,453081.0,16008.0,1856.0,Marta Sánchez,Pausada
CMP-1035,15-11-2024,TransLogic,Castilla y León,Inmobiliario,Radio,fidelizacion,2440.62,7219.48,153539.0,5953.0,411.0,Sara Molina,Activa
CMP-0071,22/09/2025,TransLogic,VALENCIA,Deporte,Google Ads,Fidelización,,4824.03,162434.0,3008.0,184.0,Javier Torres,Cancelada
CMP-0725,02/11/2025,AutoMotion,,Turismo,Marketing de Contenidos,Lead Generation,"455,29 €",382.09,,25195.0,422.0,MIGUEL ÁLVAREZ,Cancelada
CMP-1139,30/03/2025,Colchones Descanso,Galicia,Tecnología,SEO,Lead Generation,11403.88,27293.3,271960.0,8895.0,2093.0,,Cancelada
CMP-0172,24.01.2025,Ferretería Ibérica,Asturias,Finanzas,Google Ads,Conversión,6387.36,,,15431.0,891.0,Marta Sánchez,Pausada
CMP-0893,11/06/2023,Kapital Seguros,,Construcción,SEM,Fidelización,10150.66,"35.608,49",322031.0,3236.0,53.0,Laura Gómez,ACTIVA
CMP-0169,21/04/2025,Colchones Descanso,La Rioja,Inmobiliario,Marketing de Contenidos,Lead Generation,19532.71,70320.33,455306.0,20567.0,1903.0,Marta Sánchez,Cancelada
CMP-0433,12/09/2023,Kapital Seguros,País Vasco,Salud,TV,Awareness,16098.01,44605.94,214822.0,15332.0,3805.0,miguel álvarez,Cancelada
CMP-0310,2023-11-02,GRUPO PERALTA,Navarra,Retail,TV,Lead Generation,"6.346,22 €",13478.39,117105.0,8418.0,1279.0,Carlos Ruiz,Activa
CMP-0286,02/02/2023,Byte Studio,La Rioja,Finanzas,TV,Conversión,7354.08,29162.53,66323.0,999.0,27.0,Sara Molina,Cancelada
CMP-0126,31/03/2025,Byte Studio,Extremadura,Construcción,Redes Sociales,Awareness,17937.86,"64.829,62 €",39279.0,1519.0,233.0,diego romero,Finalizada
CMP-0654,21/07/2023,Electro Ríos,Región de Murcia,Salud,Influencers,Fidelización,€13070.38,54712.88,201085.0,1640.0,58.0,sara molina,Cancelada
CMP-0634,04-06-2025,Modaline,Canarias,Retail,Marketing de Contenidos,Lead Generation,4705.51,,238551.0,10634.0,1873.0,,Pausada
CMP-0165,04/03/2025,Bahía Sports,Asturias,Automoción,Email Marketing,Lead Generation,7847.16,15453.91,256927.0,18528.0,1363.0,Ana Fernández,ACTIVA
CMP-0968,24/09/2024,Agrocampo,Asturias,Automoción,SEM,Conversión,10624.84,13773.74,334682.0,25167.0,5933.0,,finalizada
CMP-0511,22/12/2025,Clínica Dental Sonrisa,madrid,Moda,Email Marketing,Awareness,22258.35,96245.31,133178.0,6527.0,524.0,Javier Torres,ACTIVA
CMP-0816,08/08/2024,Ferretería Ibérica,Madrid,Belleza,SEM,Fidelización,12783.51,57160.19,305029.0,17711.0,3591.0,Diego Romero,Cancelada
CMP-0043,03.09.2024,Sabores del Mediterráneo,La Rioja,Deporte,Email Marketing,Lead Generation,8628.91,31136.67,140575.0,9354.0,728.0,Elena Castro,Pausada
CMP-0758,10/04/2025,GRUPO PERALTA,Aragón,Inmobiliario,TV,BRANDING,12265.7,55082.24,486953.0,37432.0,5660.0,Pablo Navarro,Finalizada
CMP-0888,05/01/2024,Lácteos del Sur,La Rioja,Automoción,SEO,Lead Generation,"20.128,77 €",10206.54,65572.0,3345.0,613.0,carlos ruiz,ACTIVA
CMP-0265,11/04/2023,Grupo Peralta,País Vasco,,SEM,Fidelización,13063.83,€25625.58,385940.0,3065.0,315.0,Pablo Navarro,ACTIVA
CMP-0133,11/10/2025,FINTECH NOVA,Baleares,Hostelería,Radio,fidelizacion,7443.83,"10.826,17 €",282361.0,7524.0,1485.0,Lucía Herrera,activa
CMP-0529,24/03/2024,Innovatech Solutions,,Moda,TV,Branding,€3737.58,12628.62,227019.0,11099.0,326.0,Marta Sánchez,Pausada
CMP-0672,15/03/2024,,País Vasco,Agricultura,SEO,Awareness,13194.81,13838.96,194918.0,10931.0,226.0,David López,Activa
CMP-0039,12.02.2023,,Castilla-La Mancha,Inmobiliario,Redes Sociales,Conversión,15172.1,6199.81,120522.0,9297.0,1958.0,Paula Serrano,Cancelada
CMP-0532,26/11/2025,Ferretería Ibérica,Cataluña,Alimentación,Redes Sociales,Awareness,18932.31,"36.902,27 €",211757.0,11700.0,,Diego Romero,ACTIVA
CMP-0774,28/11/2024,Bebidas Norte,Cataluña,Hostelería,Influencers,Conversión,,"53.570,01 €",248713.0,10464.0,2606.0,ANA FERNÁNDEZ,Pausada
CMP-0878,30/12/2024,Restaurante El Fogón,Castilla y León,Inmobiliario,Radio,Fidelización,22375.26,35292.03,72977.0,1244.0,48.0,laura gómez,Cancelada
CMP-0967,17/03/2024,Agrocampo S.A.,País Vasco,Tecnología,Radio,Lead Generation,14249.93,31440.95,19550.0,928.0,125.0,Javier Torres,Cancelada
CMP-0944,05/04/2024,TransLogic,baleares,Moda,Email Marketing,Lead Generation,9909.6,"11.144,91 €",161021.0,8107.0,447.0,Sara Molina,Activa
CMP-0886,06-01-2023,Rural Gourmet,Comunidad Valenciana,Belleza,SEM,Lead Generation,17564.83,"49.130,55",301040.0,18506.0,2985.0,Lucía Herrera,Finalizada
CMP-0326,11/01/2024,Ferretería Ibérica,País Vasco,Construcción,Influencers,Awareness,"7.388,43 €",18651.14,491399.0,5288.0,298.0,Ana Fernández,Pausada
CMP-0014,2024-12-15,Colchones Descanso,IB,Deporte,Prensa,Awareness,24903.19,"15.133,54",112254.0,4820.0,201.0,,Pausada
CMP-0167,08/07/2025,Zapatería Confort,País Vasco,Salud,SEO,Conversión,20051.17,63073.89,325701.0,5230.0,1243.0,Cristina Ortega,Finalizada
CMP-0523,26/05/2025,Clínica Dental Sonrisa,País Vasco,Turismo,Google Ads,fidelizacion,4846.14,19769.59,74861.0,5776.0,981.0,david lópez,Activa
CMP-0229,08/10/2024,Constructora Levante,Canarias,Turismo,Prensa,Fidelización,10653.71,9213.13,468830.0,32210.0,4318.0,Álvaro Gil,activa
CMP-0879,24/06/2023,Lácteos del Sur,Asturias,Alimentación,Google Ads,Fidelización,11937.23,8278.8,442261.0,8176.0,,Lucía Herrera,Terminada
CMP-0695,30/05/2024,EcoHogar,País Vasco,,RRSS,Branding,"10.777,78 €",40554.29,386084.0,,103.0,Lucía Herrera,activa
CMP-0356,11/01/2023,Electro Ríos,Asturias,Turismo,TV,Conversión,"23.495,18",102492.59,314145.0,18288.0,3737.0,Diego Romero,Cancelada
CMP-1018,13/01/2023,Lácteos del Sur,Andalucía,Tecnología,SEM,Awareness,4433.92,17123.95,429252.0,9607.0,615.0,Marta Sánchez,Activa
CMP-0919,19.02.2024,Nutrisana,Andalucía,Salud,GOOGLE ADS,BRANDING,23991.54,87106.86,270335.0,20120.0,4920.0,,Pausada
CMP-0021,23/12/2023,Bebidas Norte,N/A,Moda,Prensa,Branding,3356.74,6934.6,493521.0,16501.0,3127.0,Cristina Ortega,Finalizada
CMP-0386,04/12/2025,Nutrisana,La Rioja,Construcción,REDES SOCIALES,Conversión,"4.972,18",14412.15,302938.0,18727.0,,David López,Cancelada
CMP-0072,15/06/2025,Byte Studio,Islas Baleares,Salud,Radio,FIDELIZACION,4223.73,,404777.0,20989.0,4756.0,David López,Cancelada
CMP-0285,13/10/2024,Bahía Sports,Asturias,Moda,TV,Conversión,21558.95,84852.89,123834.0,4628.0,701.0,Sara Molina,Cancelada
CMP-0368,30-06-2025,Byte Studio,Madrid,Inmobiliario,SEO,Conversión,11954.93,"4.681,92 €",87587.0,6365.0,1192.0,sara molina,Cancelada
CMP-0061,13/01/2023,Innovatech Solutions,Comunidad Valenciana,Moda,Google Ads,Branding,918.04,1329.08,400222.0,11275.0,,,Pausada
CMP-0628,13/02/2024,Joyería Alba,Navarra,Belleza,SEM,Branding,20847.28,8327.48,224632.0,14448.0,1273.0,,Activa
CMP-0111,06/06/2024,Ferretería Ibérica,Andalucía,Agricultura,Radio,Awareness,14147.17,61748.18,292678.0,13097.0,1351.0,DAVID LÓPEZ,Activa
CMP-0005,2023-04-07,Dulcería Real,País Vasco,Hostelería,TV,Lead Generation,,"12.339,85",73025.0,,100.0,,Activa
CMP-0762,30/08/2023,EcoHogar,Comunidad Valenciana,Tecnología,Email Marketing,branding,6168.9,5703.94,81879.0,635.0,15.0,Miguel Álvarez,Pausada
CMP-0825,23/04/2025,Restaurante El Fogón,,Hostelería,Google Ads,Lead Generation,4225.34,"13.944,15 €",235918.0,16846.0,3103.0,paula serrano,Finalizada
CMP-0976,25/04/2025,TecnoWave,La Rioja,Hostelería,Marketing de Contenidos,Conversión,"12.077,47 €",18909.77,446997.0,,1103.0,DAVID LÓPEZ,Cancelada
CMP-0699,24/11/2023,Fintech Nova,Islas Baleares,Alimentación,Influencers,Lead Generation,4910.66,13988.83,262191.0,9822.0,2331.0,Elena Castro,Cancelada
CMP-0741,12/02/2023,EcoHogar,Asturias,Deporte,Radio,Fidelización,22068.8,52179.1,414471.0,29276.0,2697.0,Miguel Álvarez,Cancelada
CMP-0978,2025-05-31,Dulcería Real,Galicia,Alimentación,SEM,Awareness,8567.07,26949.19,247624.0,19138.0,2742.0,Miguel Álvarez,ACTIVA
CMP-0666,12/07/2023,Distribuciones Marín,Madrid,Retail,Prensa,Branding,5820.68,25841.91,332378.0,3695.0,437.0,ELENA CASTRO,Pausada
CMP-0527,06/06/2025,Kapital Seguros,,Belleza,Email Marketing,Lead Generation,,13468.09,368464.0,11328.0,1778.0,Ana Fernández,Pausada
CMP-0844,24/07/2025,AutoMotion,Región de Murcia,Construcción,Radio,FIDELIZACION,"7.230,27 €",25544.47,46184.0,352.0,33.0,Laura Gómez,Pausada
CMP-1070,13/02/2025,Innovatech Solutions,murcia,Hostelería,TV,Fidelización,,32363.76,161581.0,9606.0,2121.0,diego romero,Cancelada
CMP-0558,16/04/2024,Panadería Trigo Dorado,Extremadura,Salud,Marketing de Contenidos,Conversión,€2176.31,5775.75,,2986.0,498.0,Paula Serrano,Finalizada
CMP-0279,02/07/2025,Ferretería Ibérica,Canarias,,SEO,fidelizacion,2826.99,1486.88,224090.0,7707.0,1380.0,Lucía Herrera,Cancelada
CMP-0095,23.08.2025,,Cataluña,Educación,Email Marketing,fidelizacion,"3.955,50",12658.0,215655.0,9194.0,1441.0,Sara Molina,Pausada
CMP-0096,25/06/2024,AGROCAMPO,Canarias,Hostelería,SEM,Conversión,,31832.75,378472.0,21215.0,4304.0,Pablo Navarro,Pausada
CMP-0802,24/05/2024,Hotel Costa Azul,Asturias,Educación,SEO,Fidelización,24061.37,72277.11,287535.0,21891.0,2837.0,CRISTINA ORTEGA,Pausada
CMP-0902,05/05/2023,Dulcería Real,Aragón,Belleza,Marketing de Contenidos,Conversión,"13.286,81 €",47313.36,464389.0,33205.0,5835.0,Álvaro Gil,Cancelada
CMP-1115,28.10.2023,Fintech Nova, Murcia,Inmobiliario,SEM,Awareness,11683.12,"13.313,12",222619.0,2617.0,545.0,Ana Fernández,activa
CMP-1063,13.07.2023,Fintech Nova,Aragón,Alimentación,Prensa,Branding,€8742.13,19308.06,4915.0,133.0,6.0,Lucía Herrera,activa
CMP-0903,19/02/2025,FINTECH NOVA S.A.,Cantabria,Tecnología,Prensa,Conversión,1103.44,746.01,382653.0,30224.0,,Marta Sánchez,Cancelada
CMP-0715,13/07/2024,Wellness Center,La Rioja,Alimentación,Email Marketing,Conversión,4529.62,3500.78,380508.0,8603.0,1881.0,LAURA GÓMEZ,Cancelada
CMP-0229,08/10/2024,Constructora Levante,Canarias,Turismo,Prensa,Fidelización,10653.71,9213.13,468830.0,32210.0,4318.0,Álvaro Gil,activa
CMP-0059,17/07/2023,Byte Studio,Islas Baleares,Construcción,Redes Sociales,Fidelización,17233.16,39497.11,48328.0,3256.0,105.0,Álvaro Gil,Activa
CMP-0319,05/11/2025,Byte Studio,Canarias,Belleza,SEM,Fidelización,23705.17,99486.03,82316.0,438.0,82.0,,Cancelada
CMP-0464,07/06/2025,AutoMotion,Galicia,,SEO,Awareness,24736.36,75603.58,230849.0,3956.0,375.0,miguel álvarez,Finalizada
CMP-0633,17/08/2025,Bebidas Norte,Galicia,Hostelería,Google Ads,Lead Generation,"19.558,59 €",49549.78,419191.0,,3909.0,Paula Serrano,Pausada
CMP-0025,15/06/2023,  Grupo Peralta  ,Extremadura,Automoción,Prensa,Lead Generation,7010.02,4384.28,150303.0,3394.0,307.0,Sara Molina,Activa
CMP-0643,12/03/2023,Rural Gourmet,Cataluña,,SEO,Conversión,8333.01,,76637.0,3713.0,869.0,Álvaro Gil,Pausada
CMP-0245,06/03/2025,Constructora Levante,Navarra,Inmobiliario,Marketing de Contenidos,Awareness,,25114.29,254973.0,4939.0,87.0,MIGUEL ÁLVAREZ,Finalizada
CMP-0026,08/05/2025,Colchones Descanso,Castilla y León,Belleza,SEO,Awareness,9633.45,3128.59,184922.0,5066.0,524.0,Javier Torres,Finalizada
CMP-0223,27/03/2024,Viñedos del Valle,Castilla y León,Hostelería,Influencers,Lead Generation,"22.433,79",87951.62,253191.0,3473.0,91.0,Laura Gómez,Pausada
CMP-0887,24/05/2024,Quimera Cosmética,Asturias,Educación,Marketing de Contenidos,FIDELIZACION,23690.19,61424.95,323706.0,17718.0,,Paula Serrano,Pausada
CMP-1020,17/09/2024,Bebidas Norte,BALEARES,Alimentación,Televisión,Awareness,8160.43,25586.61,291030.0,8542.0,456.0,PABLO NAVARRO,Activa
CMP-1076,02/04/2024,Panadería Trigo Dorado,País Vasco,Educación,google ads,Fidelización,"23.047,36 €",67770.36,40891.0,836.0,96.0,MIGUEL ÁLVAREZ,Cancelada
CMP-0131,10/01/2024,Farmacia Central,C. Valenciana,Inmobiliario,Email Marketing,Fidelización,14836.18,46331.35,164699.0,2279.0,189.0,Paula Serrano,finalizada
CMP-0154,08-07-2023,Modaline,MURCIA,Retail,Email Marketing,FIDELIZACION,740.64,422.74,,25317.0,5170.0,Cristina Ortega,Terminada
CMP-0838,13/09/2023,Quimera Cosmética,País Vasco,Hostelería,Influencers,Awareness,9647.29,27997.06,359958.0,14127.0,271.0,Elena Castro,FINALIZADA
CMP-0942,2023-06-16,Agrocampo,Extremadura,Belleza,Redes Sociales,Awareness,20565.21,"11.946,32 €",203451.0,6996.0,323.0,Álvaro Gil,Cancelada
CMP-0327,02/02/2025,AutoMotion SL,Castilla y León,Deporte,SEO,Fidelización,"13.453,62 €",23904.98,75849.0,452.0,60.0,Elena Castro,Activa
CMP-1021,23/08/2025,Ferretería Ibérica,Islas Baleares,,Email Marketing,Awareness,,25942.26,135937.0,5249.0,439.0,Miguel Álvarez,Cancelada
CMP-0076,09/05/2023,Grupo Peralta,Madrid,Inmobiliario,SEO,Conversión,7668.55,3838.47,220609.0,11674.0,1861.0,Javier Torres,Activa
CMP-1085,04/04/2023,Yogures La Pradera,Cantabria,Tecnología,SEO,Lead Generation,2641.87,4812.37,81641.0,2712.0,638.0,Ana Fernández,Pausada
CMP-1081,06/12/2025,Wellness Center,País Vasco,Turismo,SEO,Branding,"23.208,04 €",28171.3,191329.0,1622.0,382.0,Ana Fernández,Activa
CMP-0489,02/04/2023,,La Rioja,Retail,RRSS,Branding,,"5.571,10",487669.0,3622.0,270.0,Elena Castro,Pausada
CMP-0820,06-08-2024,Zapatería Confort,Extremadura,Agricultura,Google Ads,Fidelización,3635.37,14787.51,397392.0,2508.0,517.0,Álvaro Gil,Pausada
CMP-0954,04/02/2024,Viñedos del Valle,Murcia,Finanzas,Redes Sociales,Awareness,"11.433,57 €","31.152,82 €",210375.0,11812.0,,paula serrano,Pausada
CMP-0691,2023-09-21,Nutrisana,Aragón,Alimentación,Email Marketing,Awareness,20175.78,83447.73,452163.0,19515.0,726.0,David López,Activa
CMP-0200,19/01/2023,Muebles Castillo,baleares,Agricultura,Marketing de Contenidos,Conversión,"8.410,45",12893.32,498735.0,30646.0,4208.0,Javier Torres,ACTIVA
CMP-0901,01/02/2023,Modaline,Aragón,Salud,Marketing de Contenidos,branding,"11.982,76",34774.84,236605.0,13686.0,1951.0,Ana Fernández,Cancelada
CMP-0135,19.11.2025,Electro Ríos, Murcia,,TV,Awareness,,22503.14,369626.0,9960.0,1468.0,Álvaro Gil,Pausada
CMP-0514,22/03/2023,Joyería Alba,Madrid,Deporte,TV,Awareness,3450.24,,19902.0,1436.0,330.0,Carlos Ruiz,ACTIVA
CMP-0260,11/10/2023,TransLogic,Galicia,Deporte,Email Marketing,Awareness,24269.32,"100.011,17 €",173140.0,6698.0,,Paula Serrano,Finalizada
CMP-0587,01/08/2023,Wellness Center,Madrid,Educación,Email Marketing,Conversión,"24.931,34 €",73682.29,257558.0,4644.0,882.0,Sara Molina,Cancelada
CMP-0004,06/10/2024,Ferretería Ibérica,La Rioja,Moda,Radio,Conversión,5880.39,2556.92,165888.0,,150.0,,Cancelada
CMP-0700,28/05/2025,Xtreme Bikes,VALENCIA,Educación,Influencers,Conversión,521.6,,83653.0,2542.0,214.0,CARLOS RUIZ,FINALIZADA
CMP-0509,25/08/2024,Rural Gourmet,Extremadura,Construcción,TV,Awareness,6836.25,15877.97,48718.0,1517.0,215.0,Paula Serrano,Activa
CMP-0197,20/02/2025,Grupo Peralta,Aragón,,RRSS,Conversión,12870.87,46936.22,365471.0,9711.0,1645.0,Álvaro Gil,Pausada
CMP-1003,28/02/2025,Constructora Levante,Galicia,Salud,Radio,Lead Generation,€21127.14,94445.97,108927.0,7750.0,1010.0,Javier Torres,Cancelada
CMP-0573,20/09/2025,TecnoWave,Canarias,Turismo,redes sociales,Branding,"21.167,95 €",73484.78,276566.0,3509.0,370.0,Sara Molina,Pausada
CMP-0027,25/02/2023,Rural Gourmet S.L,Galicia,Belleza,Influencers,Awareness,24521.91,62367.05,475991.0,16446.0,2392.0,Lucía Herrera,ACTIVA
CMP-0674,01-05-2025,EcoHogar,Castilla-La Mancha,Deporte,SEO,Lead Generation,23518.77,71591.43,479560.0,12202.0,2143.0,Miguel Álvarez,Cancelada
CMP-0460,2025-11-07,Bebidas Norte,La Rioja,Belleza,Prensa,Fidelización,23253.81,85924.15,6107.0,471.0,52.0,paula serrano,Cancelada
CMP-1120,13/04/2023,TecnoWave,Extremadura,Educación,GAds,Fidelización,14622.47,17920.9,280276.0,3033.0,519.0,,Activa
CMP-0309,15/12/2023,,Castilla y León,Alimentación,TV,Lead Generation,"10.571,95 €",36932.33,115766.0,8275.0,1281.0,Pablo Navarro,Cancelada
CMP-0062,17/06/2023,Colchones Descanso,Extremadura,Belleza,Marketing de Contenidos,Lead Generation,14986.35,60095.82,82068.0,1379.0,218.0,Elena Castro,Pausada
CMP-0335,25/07/2024,Restaurante El Fogón,Cantabria,Alimentación,GAds,Conversión,9031.21,,498646.0,17618.0,2224.0,Carlos Ruiz,Cancelada
CMP-1134,19/08/2023,Innovatech Solutions,Asturias,Deporte,GAds,Lead Generation,2402.67,4948.5,1644.0,60.0,9.0,Laura Gómez,Finalizada
CMP-1042,21/04/2024,EcoHogar,Madrid,Alimentación,Influencers,Conversión,10236.63,35788.49,236171.0,1427.0,100.0,Sara Molina,FINALIZADA
CMP-0973,07/11/2024,Farmacia Central,Canarias,Educación,SEO,Awareness,9958.08,41574.32,217527.0,11813.0,821.0,Lucía Herrera,Cancelada
CMP-0619,2025-09-18,Quimera Cosmética,Andalucía,Automoción,SEO,Awareness,21662.14,50646.78,89168.0,6269.0,787.0,Diego Romero,Terminada
CMP-0751,08/09/2025,Óptica Visión Plus,Aragón,Salud,SEM,Fidelización,20563.14,53808.56,21746.0,1632.0,356.0,ANA FERNÁNDEZ,Pausada
CMP-1130,17.05.2024,Innovatech Solutions,Comunidad Valenciana,Educación,Google Ads,Lead Generation,5953.61,"24.602,36 €",389783.0,,4139.0,,Pausada
CMP-0689,22/11/2024,Clínica Dental Sonrisa,Cantabria,Finanzas,Google Ads,Conversión,"1.489,87 €",€1941.27,,3988.0,993.0,laura gómez,Cancelada
CMP-0526,14.07.2024,Panadería Trigo Dorado,Cantabria,Agricultura,Prensa,Conversión,5316.43,3588.33,483184.0,,6044.0,,Pausada
CMP-0801,12/12/2025,Farmacia Central,Andalucía,Retail,SEM,Branding,"9.005,91 €",40478.97,405442.0,21014.0,3418.0,Elena Castro,ACTIVA
CMP-0857,11/08/2025,Constructora Levante,Navarra,Deporte,Marketing de Contenidos,Lead Generation,,551.93,399481.0,18602.0,2894.0,Miguel Álvarez,Pausada
CMP-0009,07/11/2024,Solaris Energía,Castilla y León,Turismo,Radio,Conversión,1960.63,5785.1,120531.0,1211.0,21.0,Paula Serrano,Cancelada
CMP-0408,16/06/2023,Innovatech Solutions,Andalucía,Tecnología,Prensa,Lead Generation,21846.72,84684.68,306727.0,21911.0,1319.0,Elena Castro,FINALIZADA
CMP-0620,09.12.2025,,Galicia,Automoción,Redes Sociales,Awareness,22835.02,93771.29,440889.0,26880.0,5551.0,Elena Castro,Activa
CMP-1051,16/02/2023,Kapital Seguros,País Vasco,Moda,Influencers,Awareness,18599.31,€40426.08,442249.0,17948.0,956.0,Pablo Navarro,Pausada
CMP-0484,12/05/2025,,Castilla y León,Retail,Email Marketing,Branding,21249.04,83730.66,429897.0,6642.0,800.0,Laura Gómez,Activa
CMP-1024,03/10/2024,Distribuciones Marín,Cantabria,Educación,SEM,Lead Generation,439.14,1657.44,228457.0,4294.0,748.0,Paula Serrano,ACTIVA
CMP-0796,14/06/2023,Nutrisana,Aragón,Belleza,Email Marketing,Awareness,"13.045,29",38148.71,37952.0,1391.0,225.0,Laura Gómez,Activa
CMP-0455,05.07.2024,Hotel Costa Azul,Galicia,Educación,Influencers,Fidelización,"16.977,84 €",72136.08,75601.0,3416.0,92.0,Sara Molina,Cancelada
CMP-0075,18/08/2025,Byte Studio,Madrid,Retail,SEM,Conversión,"3.612,47 €",5436.38,435534.0,17610.0,3688.0,Miguel Álvarez,Pausada
CMP-0069,16/11/2024,Quimera Cosmética,Comunidad Valenciana,Moda,SEM,Awareness,,17792.27,313964.0,2802.0,452.0,Paula Serrano,Activa
CMP-0058,30/05/2025,Bahía Sports,Castilla y León,,Influencers,Lead Generation,21349.26,64770.45,403657.0,18709.0,4073.0,Javier Torres,Pausada
CMP-1118,07/03/2025,Clínica Dental Sonrisa,Cantabria,Inmobiliario,RRSS,Fidelización,5631.8,9858.31,409919.0,12356.0,705.0,sara molina,Cancelada
CMP-0714,15/02/2023,Distribuciones Marín,Cataluña,Agricultura,GOOGLE ADS,Lead Generation,€24279.32,"82.932,21 €",195965.0,2098.0,231.0,Lucía Herrera,Activa
CMP-0298,2025-04-07,Restaurante El Fogón,Castilla y León,Retail,TV,Lead Generation,,35616.26,493284.0,30990.0,3866.0,Javier Torres,Activa
CMP-0453,16.05.2025,TecnoWave,Madrid,Construcción,SEM,FIDELIZACION,2298.34,1893.4,157040.0,5067.0,712.0,Paula Serrano,Finalizada
CMP-0218,15/09/2025,Colchones Descanso,La Rioja,Turismo,SEM,FIDELIZACION,9267.97,13506.72,357333.0,12438.0,732.0,Álvaro Gil,Cancelada
CMP-0692,01/08/2025,Muebles Castillo,Aragón,Hostelería,Google Ads,Branding,21779.96,63016.72,82416.0,4014.0,970.0,Carlos Ruiz,ACTIVA
CMP-0649,22/10/2023,EcoHogar,País Vasco,Hostelería,SEO,Lead Generation,23091.69,66390.75,35530.0,335.0,36.0,Sara Molina,Pausada
CMP-0958,26/12/2024,Panadería Trigo Dorado,Castilla y León,Moda,tv,Branding,€21351.03,,434770.0,31338.0,6567.0,PABLO NAVARRO,Cancelada
CMP-0596,13/06/2025,Distribuciones Marín,Castilla y León,,Prensa,Awareness,22097.28,34590.77,42639.0,803.0,173.0,Carlos Ruiz,Finalizada
CMP-0664,19/04/2023,Byte Studio,Islas Baleares,Hostelería,Google Ads,Fidelización,19204.25,84820.37,308190.0,8809.0,102.0,Diego Romero,Terminada
CMP-0611,06-05-2025,Muebles Castillo,Galicia,Finanzas,Redes Sociales,Conversión,19120.79,,358773.0,26206.0,2673.0,Carlos Ruiz,Activa
CMP-0789,01/09/2023,Dulcería Real,,Hostelería,Marketing de Contenidos,Fidelización,€22267.08,90204.64,49511.0,1513.0,101.0,Pablo Navarro,Activa
CMP-0682,06/08/2025,Colchones Descanso,Extremadura,Automoción,SEM,Conversión,,19949.44,346176.0,22089.0,2147.0,Elena Castro,Cancelada
CMP-1138,22/01/2025,TransLogic,Castilla-La Mancha,Finanzas,Redes Sociales,Lead Generation,"6.544,89 €",22687.05,367455.0,16520.0,1908.0,Paula Serrano,ACTIVA
CMP-0501,14/06/2025,Constructora Levante,Región de Murcia,Hostelería,Google Ads,Fidelización,13908.29,13674.07,229024.0,7699.0,1638.0,diego romero,Cancelada
